Index	1,		2,		3,		4,		5,		6,		7,		8,		9,		10,		11,		12,		13,		14,		15,		16,		17,		18,		19,		20,		21,		22,		23,		24,		25,		26,		27,		28,		29,		30,		31,		32,		33,		34,		35,		36,		37,		38,		39,		40,		41,		42,		43,		44,		45,		46,		47,		48,		49,		50,		51,		52,		53,		54,		55,		56,		57,		58,		59,		60,		61,		62,		63,		64,		65,		66,		67,		68,		69,		70,		71,		72,		73,		74,		75,		76,		
1,	0,		11,26543,	7,911523,	13,85802,	11,83385,	10,34722,	9,884259,	10,7356,	160,3832,	12,98354,	15,83591,	18,63426,	14,30041,	14,34156,	16,63066,	15,52726,	14,08436,	14,38272,	14,6142,	161,7284,	166,0854,	166,4892,	166,4429,	166,4429,	21,50977,	167,2094,	166,6204,	166,7413,	167,0448,	161,5149,	12,02675,	12,24537,	13,00926,	11,24743,	11,3966,	18,07356,	11,04424,	10,91049,	11,83899,	11,69239,	159,874,	17,98611,	18,51337,	17,90638,	19,78395,	17,29424,	17,70833,	17,77778,	17,97068,	159,7942,	59,04321,	51,47634,	35,87706,	50,64043,	50,52469,	44,13066,	53,0144,	55,56585,	59,20525,	53,49794,	163,3385,	167,3637,	167,019,	16,44033,	166,983,	166,983,	25,86677,	166,5895,	167,5231,	166,7387,	161,0725,	163,6651,	21,67695,	21,83642,	19,92027,	163,6651,	
2,	11,26543,	0,		9,917695,	13,22274,	4,511317,	3,603395,	5,933642,	5,540123,	160,9234,	10,55813,	17,12963,	19,95628,	15,01029,	15,58642,	19,42644,	15,42695,	15,31893,	14,3287,	13,92747,	161,7284,	166,0802,	166,4069,	166,3683,	166,3683,	20,79475,	167,1348,	166,5432,	166,5792,	166,9753,	161,5149,	12,47942,	12,24537,	12,41512,	10,52726,	12,15021,	19,23354,	11,71811,	11,91615,	10,06173,	10,84362,	160,5401,	13,59825,	14,24383,	13,28446,	23,93004,	12,51286,	12,78807,	13,95833,	12,81121,	159,6528,	50,78447,	44,42901,	30,03344,	43,24074,	43,1893,	40,67901,	45,50669,	47,78035,	50,57356,	45,91307,	163,2639,	167,2479,	167,0062,	12,34311,	166,965,	166,965,	20,32407,	166,5715,	167,5077,	166,7181,	160,9259,	163,5597,	14,47274,	15,50926,	12,80864,	163,5597,	
3,	7,911523,	9,917695,	0,		13,6214,	10,38066,	8,685699,	9,140946,	8,904321,	160,4861,	10,5607,	15,20319,	18,25617,	13,6677,	14,03549,	17,92953,	14,24897,	13,83745,	13,04784,	13,23817,	161,7284,	166,0854,	166,4558,	166,4095,	166,4095,	21,39146,	167,1759,	166,5947,	166,6744,	167,019,	161,5149,	12,33539,	11,91101,	8,11214,	10,22634,	11,29372,	18,05813,	10,97479,	10,83333,	10,66101,	10,99023,	160,5581,	15,90278,	16,50977,	16,35031,	21,21142,	15,43724,	15,81019,	16,24743,	15,58899,	159,7299,	53,70628,	46,5535,	31,06224,	45,70988,	45,54527,	44,09722,	47,48971,	50,14661,	53,82973,	47,74177,	163,305,	167,2994,	167,0036,	12,04218,	166,9676,	166,9676,	23,22531,	166,5741,	167,5077,	166,7155,	161,0057,	163,5983,	19,12551,	17,23508,	16,75412,	163,5983,	
4,	13,85802,	13,22274,	13,6214,	0,		13,35391,	10,91564,	11,70267,	9,688786,	160,7613,	8,842592,	8,999486,	10,14918,	7,875515,	8,251029,	14,41101,	8,225308,	7,862654,	9,320988,	8,040123,	161,7515,	166,142,	166,5947,	166,5509,	166,5509,	23,3642,	167,3225,	166,7104,	166,9007,	167,1399,	161,5175,	11,96502,	11,64352,	13,46193,	10,76646,	9,663066,	21,99331,	9,732511,	10,94907,	10,16461,	10,16718,	159,6785,	10,03858,	10,05916,	10,11831,	21,67953,	10,33179,	10,09002,	9,832819,	10,82305,	160,8462,	50,13632,	47,02161,	36,63323,	46,71296,	46,5072,	52,22479,	46,65123,	48,07356,	49,89455,	47,33282,	163,5211,	167,8884,	167,2531,	15,4784,	167,374,	167,374,	28,33591,	167,4228,	167,9321,	167,41,		162,7058,	164,0972,	24,6142,	24,7608,	23,61368,	164,0972,	
5,	11,83385,	4,511317,	10,38066,	13,35391,	0,		3,747428,	4,269547,	4,938272,	160,9542,	10,55041,	16,19341,	19,20267,	14,42387,	14,92027,	21,02623,	14,50103,	14,69393,	13,39763,	13,47479,	161,7284,	166,0905,	166,4712,	166,4326,	166,4326,	23,56482,	167,2119,	166,6049,	166,659,	167,037,	161,5406,	11,69239,	12,68776,	12,03189,	11,21142,	12,83951,	20,68673,	12,40741,	11,26029,	11,66152,	12,05247,	160,571,	14,15123,	14,89969,	14,32099,	24,59105,	13,46193,	13,55195,	14,59105,	13,52109,	159,7711,	51,22171,	45,0463,	30,81533,	44,36728,	44,47017,	41,94702,	46,3606,	48,26903,	50,625,		46,94187,	163,323,	167,3174,	167,0679,	14,12037,	167,0319,	167,0319,	22,19136,	166,6384,	167,572,	166,7876,	160,9954,	163,6728,	14,74537,	15,95422,	13,38477,	163,6728,	
6,	10,34722,	3,603395,	8,685699,	10,91564,	3,747428,	0,		4,382716,	3,618827,	160,9748,	8,94033,	14,86368,	17,91409,	12,56173,	13,0607,	18,23817,	12,98097,	12,9784,	12,01132,	11,893,		161,7284,	166,106,	166,5123,	166,4686,	166,4686,	21,90072,	167,2505,	166,6435,	166,7361,	167,0705,	161,5612,	11,52006,	11,63323,	11,13683,	9,894547,	11,52778,	19,23611,	11,1677,	10,52469,	9,771091,	10,50412,	160,5916,	12,46399,	12,96811,	12,22222,	23,07356,	11,64095,	11,7644,	12,68519,	11,98302,	159,856,	50,9285,	44,58591,	30,76389,	43,66512,	43,67284,	42,56944,	45,71502,	47,90895,	50,80504,	46,00309,	163,3539,	167,3791,	167,0988,	13,19702,	167,0628,	167,0628,	22,12963,	166,6692,	167,6055,	166,8236,	161,0674,	163,7731,	16,38632,	16,53292,	14,66049,	163,7731,	
7,	9,884259,	5,933642,	9,140946,	11,70267,	4,269547,	4,382716,	0,		3,438786,	160,8745,	8,503086,	13,47994,	17,00875,	12,31224,	12,72634,	19,62449,	12,67747,	12,42541,	11,14455,	11,23971,	161,7438,	166,1317,	166,5535,	166,5123,	166,5123,	23,36163,	167,2994,	166,6847,	166,8236,	167,1091,	161,5149,	9,41358,	10,54012,	9,400721,	9,858539,	10,67387,	19,79424,	10,23663,	9,161523,	10,07459,	10,50154,	160,4913,	12,78035,	13,59311,	13,00412,	23,33591,	12,34311,	12,3714,	13,4465,	12,59774,	160,0412,	52,80864,	46,55864,	32,07562,	46,25,		46,21656,	44,38786,	47,80093,	49,64506,	52,04733,	48,17644,	163,3976,	167,4691,	167,1322,	15,26235,	167,1013,	167,1013,	24,33128,	166,7104,	167,6492,	166,8596,	161,1626,	163,7731,	16,64609,	17,42027,	14,60648,	163,7731,	
8,	10,7356,	5,540123,	8,904321,	9,688786,	4,938272,	3,618827,	3,438786,	0,		160,7845,	7,114198,	12,71862,	15,76646,	10,71502,	11,09568,	18,14043,	11,17798,	10,89763,	10,20833,	9,434156,	161,7387,	166,1343,	166,5535,	166,5072,	166,5072,	22,56173,	167,2891,	166,6847,	166,8313,	167,1091,	161,5149,	10,018,		10,84105,	9,591049,	9,403293,	10,1286,	19,6785,	9,71965,	9,187243,	9,701646,	9,817387,	160,4012,	10,48097,	11,28601,	10,71502,	22,93724,	10,14403,	10,11574,	10,98765,	10,58899,	160,0334,	51,13683,	45,13117,	30,20319,	44,5499,	44,56533,	44,50103,	46,18827,	47,80607,	50,42953,	46,56121,	163,3925,	167,4769,	167,1322,	13,59311,	167,0988,	167,0988,	23,2999,	166,7464,	167,644,	166,8621,	161,1651,	163,7577,	16,91615,	16,92901,	14,54218,	163,7577,	
9,	160,3832,	160,9234,	160,4861,	160,7613,	160,9542,	160,9748,	160,8745,	160,7845,	0,		160,409,	160,3832,	160,3832,	160,3832,	160,3832,	160,3832,	160,3832,	160,3832,	160,3832,	160,3832,	22,19136,	28,08128,	35,8642,	34,71451,	34,71451,	161,6821,	32,63374,	34,68879,	40,37551,	36,44804,	17,22994,	160,3832,	160,3832,	160,7742,	160,3832,	160,3832,	160,6507,	160,3832,	160,3832,	160,4321,	160,3832,	21,857,		160,6199,	160,733,	160,4655,	160,9285,	160,4784,	160,4141,	160,3884,	160,4321,	66,97016,	167,2351,	166,6049,	163,3745,	166,5998,	166,6487,	164,8945,	166,731,	166,9933,	167,1502,	166,5638,	34,59105,	40,72531,	32,42798,	161,4635,	38,97377,	38,97377,	162,1399,	37,55658,	38,89918,	40,94907,	40,97737,	38,31018,	162,2094,	161,857,	161,9444,	38,31018,	
10,	12,98354,	10,55813,	10,5607,	8,842592,	10,55041,	8,94033,	8,503086,	7,114198,	160,409,	0,		7,950103,	11,03138,	5,95679,	6,427469,	15,8179,	6,082819,	6,113683,	5,895061,	4,675926,	161,7515,	166,142,	166,5947,	166,5509,	166,5509,	22,13477,	167,3225,	166,7104,	166,9007,	167,1399,	161,5175,	8,166152,	7,579732,	8,135288,	7,145061,	7,178498,	19,01492,	7,286523,	6,90072,	6,386317,	7,402263,	160,0309,	9,436728,	9,382716,	9,241255,	21,90844,	8,623971,	8,703704,	9,356996,	9,007201,	160,2212,	52,07562,	46,54578,	31,857,		45,85905,	45,77418,	47,86008,	47,29938,	48,98405,	51,33745,	47,25566,	163,4259,	167,5489,	167,1425,	11,59722,	167,1322,	167,1322,	23,96862,	166,7824,	167,7032,	166,9342,	161,2629,	163,9017,	19,68879,	19,78909,	18,19444,	163,9017,	
