Index	1,		2,		3,		4,		5,		6,		7,		8,		9,		10,		11,		12,		13,		14,		15,		16,		17,		18,		19,		20,		21,		22,		23,		24,		25,		26,		27,		28,		29,		30,		31,		32,		33,		34,		35,		36,		
21,	16,828705,	11,880144,	12,379115,	85,74846,	15,599279,	19,850822,	22,139917,	19,243828,	20,023148,	22,479424,	19,27212,	18,549383,	19,238684,	18,549383,	86,394035,	86,12912,	88,24331,	87,80093,	87,80093,	23,15072,	0,		87,14764,	87,61832,	89,2464,	88,15843,	84,83796,	16,83642,	15,997942,	17,134773,	14,781378,	16,751543,	22,18107,	14,801955,	17,114199,	11,481482,	11,32716,	
22,	87,87037,	88,03241,	88,17644,	28,127571,	90,41152,	90,78189,	91,62809,	90,87963,	90,833336,	92,27367,	90,918205,	90,67387,	91,40432,	90,31379,	16,882715,	12,083333,	10,105453,	9,562757,	9,562757,	92,22736,	87,14764,	0,		8,253601,	13,060699,	9,519033,	20,943932,	89,90227,	89,202675,	89,98971,	89,03807,	89,0535,	93,551956,	89,22325,	88,61883,	87,40484,	87,63117,	
23,	88,4105,	88,786,		88,81687,	28,4465,	91,03138,	91,74383,	92,59259,	91,52778,	91,59722,	92,76749,	92,05504,	91,69239,	92,25309,	91,141975,	17,044752,	12,888375,	7,7057614,	7,5848765,	7,5848765,	92,43056,	87,61832,	8,253601,	0,		12,569444,	7,790638,	21,1857,	90,262344,	89,61677,	91,0108,	89,47531,	89,36986,	94,02778,	89,884254,	89,58591,	87,99897,	88,451645,	
24,	89,91512,	90,362656,	90,27006,	32,56687,	92,65689,	93,235596,	93,88374,	93,143005,	93,2253,	93,97891,	93,05813,	93,06585,	93,33076,	92,65947,	21,820988,	18,197016,	11,610083,	11,363169,	11,363169,	93,69856,	89,2464,	13,060699,	12,569444,	0,		11,92644,	24,89712,	91,85442,	91,29115,	92,075615,	91,21399,	91,111115,	94,68622,	90,96193,	91,0571,	89,49589,	89,72994,	
25,	89,076645,	89,637344,	89,32613,	29,099794,	91,40432,	92,02675,	92,74435,	91,97788,	92,05504,	93,176445,	92,24023,	92,02675,	92,327675,	91,612656,	18,171297,	13,829732,	7,8060703,	8,629115,	8,629115,	93,20988,	88,15843,	9,519033,	7,790638,	11,92644,	0,		21,846706,	90,5607,	89,99485,	91,31173,	89,801956,	89,84311,	94,67593,	90,61986,	90,02058,	88,67541,	89,00463,	
26,	83,21759,	84,61677,	84,670784,	17,430555,	86,40433,	87,00617,	87,890945,	86,736115,	86,60494,	89,06379,	87,31739,	86,77469,	87,21194,	86,10082,	14,750515,	18,222736,	21,723251,	21,448046,	21,448046,	90,33694,	84,83796,	20,943932,	21,1857,	24,89712,	21,846706,	0,		84,90741,	84,295265,	85,29321,	84,34156,	84,15895,	90,01286,	85,28035,	85,110596,	84,90998,	84,5679,	
27,	19,21039,	15,388374,	15,455248,	85,3858,	15,655865,	15,625,		17,577162,	15,717593,	16,586933,	22,304527,	16,355452,	15,789609,	16,525206,	15,7278805,	86,9753,	87,857506,	90,424385,	90,46811,	90,46811,	26,010803,	16,83642,	89,90227,	90,262344,	91,85442,	90,5607,	84,90741,	0,		11,350308,	15,915638,	12,62603,	11,496914,	22,996399,	18,36677,	17,242798,	16,028807,	15,982511,	
28,	17,63889,	14,755659,	13,82716,	85,234055,	15,138888,	16,432613,	18,153292,	16,406895,	16,949589,	20,77932,	16,73354,	15,666153,	17,150206,	15,833333,	86,41718,	87,38168,	89,87397,	89,771095,	89,771095,	24,511316,	15,997942,	89,202675,	89,61677,	91,29115,	89,99485,	84,295265,	11,350308,	0,		15,300926,	11,154836,	10,797325,	22,19393,	16,988169,	16,013374,	15,609569,	14,706791,	
29,	20,270061,	16,49177,	15,94393,	86,56378,	15,57356,	19,31327,	18,948046,	18,708847,	19,23611,	23,037552,	18,667694,	18,39249,	19,117798,	18,004114,	87,80093,	88,78858,	90,87191,	91,16512,	91,16512,	25,03858,	17,134773,	89,98971,	91,0108,	92,075615,	91,31173,	85,29321,	15,915638,	15,300926,	0,		14,5190325,	16,368313,	22,07819,	15,635288,	19,320988,	17,505144,	16,800411,	
30,	17,618313,	14,236111,	13,71142,	85,388374,	14,745371,	16,9393,	18,3179,	16,450617,	16,769548,	21,1857,	16,67181,	16,234568,	17,556583,	15,632716,	86,13683,	87,11934,	89,84568,	89,413574,	89,413574,	23,587963,	14,781378,	89,03807,	89,47531,	91,21399,	89,801956,	84,34156,	12,62603,	11,154836,	14,5190325,	0,		11,661523,	21,55607,	16,265432,	15,85391,	14,945989,	14,421296,	
31,	17,700617,	15,244341,	13,888889,	84,92284,	15,506688,	15,290637,	16,322018,	15,43467,	16,121399,	20,52469,	15,694444,	15,002573,	16,59465,	15,3549385,	86,231995,	87,02932,	89,6785,	89,75308,	89,75308,	25,352365,	16,751543,	89,0535,	89,36986,	91,111115,	89,84311,	84,15895,	11,496914,	10,797325,	16,368313,	11,661523,	0,		23,050411,	17,348251,	14,591048,	16,260288,	15,414095,	
32,	25,275208,	23,824589,	23,8143,	92,48714,	21,985596,	26,54321,	28,22788,	25,221193,	25,64043,	22,278807,	25,3678,	24,979424,	25,879631,	24,151234,	91,612656,	92,31738,	94,210396,	93,986626,	93,986626,	16,409466,	22,18107,	93,551956,	94,02778,	94,68622,	94,67593,	90,01286,	22,996399,	22,19393,	22,07819,	21,55607,	23,050411,	0,		20,98251,	27,247942,	23,119856,	23,690844,	
33,	15,997942,	15,3137865,	15,177469,	85,954216,	15,39609,	19,27212,	19,866255,	18,726852,	19,040638,	23,477367,	18,30247,	17,692902,	19,41358,	17,574589,	87,17593,	87,77778,	90,11574,	90,03343,	90,03343,	23,623972,	14,801955,	89,22325,	89,884254,	90,96193,	90,61986,	85,28035,	18,36677,	16,988169,	15,635288,	16,265432,	17,348251,	20,98251,	0,		19,074074,	15,941358,	15,084876,	
34,	17,451132,	15,468107,	14,42644,	84,230965,	15,846193,	13,693417,	14,750515,	14,279835,	14,670782,	19,614197,	14,264403,	13,69856,	16,129116,	15,128601,	86,56378,	87,391975,	90,169754,	89,86883,	89,86883,	28,052982,	17,114199,	88,61883,	89,58591,	91,0571,	90,02058,	85,110596,	17,242798,	16,013374,	19,320988,	15,85391,	14,591048,	27,247942,	19,074074,	0,		17,101337,	15,545267,	
35,	17,134773,	10,640432,	11,463477,	85,262344,	15,748456,	19,161522,	21,766975,	18,467077,	19,012346,	22,713478,	18,605967,	18,197016,	18,487654,	18,325619,	86,46605,	86,46348,	88,59567,	88,31019,	88,31019,	25,25206,	11,481482,	87,40484,	87,99897,	89,49589,	88,67541,	84,90998,	16,028807,	15,609569,	17,505144,	14,945989,	16,260288,	23,119856,	15,941358,	17,101337,	0,		10,653293,	
36,	16,286009,	10,789609,	10,745885,	85,22634,	14,96142,	18,582819,	20,48611,	17,548868,	18,356482,	22,484568,	18,034979,	17,145061,	17,849794,	17,242798,	86,30916,	86,71811,	88,78344,	88,5108,	88,5108,	25,213476,	11,32716,	87,63117,	88,451645,	89,72994,	89,00463,	84,5679,	15,982511,	14,706791,	16,800411,	14,421296,	15,414095,	23,690844,	15,084876,	15,545267,	10,653293,	0,		
